Name;organizationId;appId;Link;Status;Status Time
A&G Roofing LLC;surefire-local;aandg-roofing-llc;https://studio.xapp.ai/surefire-local/aandg-roofing-llc;Live;2022-12-20T05:04:44.478Z
A&W Roofing;surefire-local;aandw-roofing;https://studio.xapp.ai/surefire-local/aandw-roofing;Ready for Install;2023-03-08T19:50:41.896Z
Aaron-Carter Electric, Inc.;surefire-local;aaron-carter-electric-inc;https://studio.xapp.ai/surefire-local/aaron-carter-electric-inc;Live;2023-01-30T17:37:36.588Z
ABC Fence Builders LLC;surefire-local;abc-fence-builders-llc;https://studio.xapp.ai/surefire-local/abc-fence-builders-llc;Live;2022-11-30T16:10:44.548Z
ABC Fencing and Lawncare, LLC;surefire-local;abc-fencing-and-lawncare-llc;https://studio.xapp.ai/surefire-local/abc-fencing-and-lawncare-llc;Ready for Install;2022-11-30T16:10:48.811Z
ABC Heating & Electric;surefire-local;abc-heating-and-electric;https://studio.xapp.ai/surefire-local/abc-heating-and-electric;Ready for Install;2022-11-30T16:10:53.037Z
Acme Heating and Cooling;surefire-local;abc-heating-and-electric-bfhnd;https://studio.xapp.ai/surefire-local/abc-heating-and-electric-bfhnd;Archived;2022-12-14T16:07:19.156Z
ABC - The Roofing Experts;surefire-local;abc-the-roofing-experts;https://studio.xapp.ai/surefire-local/abc-the-roofing-experts;Live;2022-11-30T16:11:09.158Z
Ability Roofing Solutions;surefire-local;ability-roofing-solutions;https://studio.xapp.ai/surefire-local/ability-roofing-solutions;Ready for Install;2022-11-30T16:11:16.147Z
ABLE Roofing;surefire-local;able-roofing;https://studio.xapp.ai/surefire-local/able-roofing;Live;2022-09-29T19:20:57.365Z
Able Roofing & Construction;surefire-local;able-roofing-and-construction-qfbjv;https://studio.xapp.ai/surefire-local/able-roofing-and-construction-qfbjv;Cancelled;2023-03-13T21:06:33.369Z
Above Air Inc;surefire-local;above-air-inc;https://studio.xapp.ai/surefire-local/above-air-inc;Ready for Install;2022-11-30T16:11:33.143Z
Above Quality Roofing;surefire-local;above-quality-roofing;https://studio.xapp.ai/surefire-local/above-quality-roofing;Live;2022-11-30T16:11:38.820Z
Absolute Contracting Plus;surefire-local;absolute-contracting-plus;https://studio.xapp.ai/surefire-local/absolute-contracting-plus;Cancelled;2023-03-13T21:12:44.296Z
Absolute Floors;surefire-local;absolute-floors;https://studio.xapp.ai/surefire-local/absolute-floors;Ready for Install;2022-11-30T16:11:44.088Z
Absolute Restorations;surefire-local;absolute-restorations;https://studio.xapp.ai/surefire-local/absolute-restorations;Cancelled;2023-03-13T21:11:57.905Z
Abundant Solar LLC;surefire-local;abundant-solar-llc-dtzrh;https://studio.xapp.ai/surefire-local/abundant-solar-llc-dtzrh;Live;2023-01-30T17:45:13.467Z
A/C & Refrigeration;surefire-local;ac-and-refrigeration;https://studio.xapp.ai/surefire-local/ac-and-refrigeration;Live;2022-11-30T16:11:53.476Z
AC Works and Refrigeration;surefire-local;ac-works-and-refrigeration;https://studio.xapp.ai/surefire-local/ac-works-and-refrigeration;Live;2022-11-30T16:11:59.730Z
Accent Roofing Company & Construction;surefire-local;accent-roofing-company-and-construction;https://studio.xapp.ai/surefire-local/accent-roofing-company-and-construction;Cancelled;2023-03-13T21:19:02.259Z
Ace Home Improvements;surefire-local;ace-home-improvements-rshp6;https://studio.xapp.ai/surefire-local/ace-home-improvements-rshp6;Live;2022-11-30T16:12:16.224Z
Ace Lakhani Law Firm;surefire-local;ace-lakhani-law-firm;https://studio.xapp.ai/surefire-local/ace-lakhani-law-firm;Cancelled;2023-03-13T21:21:25.819Z
Aces Seamless Gutters LLC;surefire-local;aces-seamless-gutters-llc;https://studio.xapp.ai/surefire-local/aces-seamless-gutters-llc;Live;2023-01-30T17:46:05.894Z
Acorn Roofing;surefire-local;acorn-roofing;https://studio.xapp.ai/surefire-local/acorn-roofing;Live;2023-02-28T14:40:29.316Z
Adamson Roofing Company;surefire-local;adamson-roofing-company;https://studio.xapp.ai/surefire-local/adamson-roofing-company;Live;2022-11-30T16:12:27.461Z
Add Roof Life;surefire-local;add-roof-life-fyuez;https://studio.xapp.ai/surefire-local/add-roof-life-fyuez;Live;2022-12-20T05:09:36.993Z
Adele Roofing And Construction LLC;surefire-local;adele-roofing-and-construction-llc;https://studio.xapp.ai/surefire-local/adele-roofing-and-construction-llc;Ready for Install;2023-02-14T20:30:36.789Z
Advanced Roofing;surefire-local;advanced-roofing;https://studio.xapp.ai/surefire-local/advanced-roofing;Cancelled;2023-03-13T21:24:04.090Z
Advanced Roofing & Siding;surefire-local;advanced-roofing-and-siding;https://studio.xapp.ai/surefire-local/advanced-roofing-and-siding;Live;2022-11-30T16:12:53.684Z
Advanced Roofing Systems Inc;surefire-local;advanced-roofing-systems-inc;https://studio.xapp.ai/surefire-local/advanced-roofing-systems-inc;Live;2022-11-30T16:12:58.735Z
Advantage Seamless Gutters;surefire-local;advantage-seamless-gutters-8bvd8;https://studio.xapp.ai/surefire-local/advantage-seamless-gutters-8bvd8;Live;2022-11-03T21:21:22.025Z
Aes Builder & Home Improvement Inc;surefire-local;aes-builder-and-home-improvement-inc;https://studio.xapp.ai/surefire-local/aes-builder-and-home-improvement-inc;Live;2022-11-30T16:13:15.396Z
Aesthetic Roofing;surefire-local;aesthetic-roofing;https://studio.xapp.ai/surefire-local/aesthetic-roofing;Live;2022-11-30T16:13:22.334Z
Afford A Door Inc;surefire-local;afford-a-door-inc;https://studio.xapp.ai/surefire-local/afford-a-door-inc;Ready for Install;2023-02-16T17:23:59.256Z
Affordable Dry Basements, Inc.;surefire-local;affordable-dry-basements-inc-x0f2u;https://studio.xapp.ai/surefire-local/affordable-dry-basements-inc-x0f2u;Ready for Install;2023-01-12T19:32:00.527Z
Affordable Solar Cleaning Pros;surefire-local;affordable-solar-cleaning-pros;https://studio.xapp.ai/surefire-local/affordable-solar-cleaning-pros;Ready for Install;2022-12-19T22:47:04.381Z
After Hours Heating & Cooling;surefire-local;after-hours-heating-and-cooling;https://studio.xapp.ai/surefire-local/after-hours-heating-and-cooling;Live;2022-12-20T05:12:07.224Z
Air Conditioning Systems;surefire-local;air-conditioning-systems;https://studio.xapp.ai/surefire-local/air-conditioning-systems;Live;2022-11-30T16:13:35.862Z
Air Creation Heating & Cooling, LLC;surefire-local;air-creation-heating-and-cooling-llc;https://studio.xapp.ai/surefire-local/air-creation-heating-and-cooling-llc;Live;2022-12-20T05:12:32.779Z
Air Majic A/C & Heating;surefire-local;air-majic-ac-and-heating;https://studio.xapp.ai/surefire-local/air-majic-ac-and-heating;Live;2022-11-30T16:13:48.849Z
Air Pro Heating & Air Conditioning, Inc.;surefire-local;air-pro-heating-and-air-conditioning-inc-rf7d6;https://studio.xapp.ai/surefire-local/air-pro-heating-and-air-conditioning-inc-rf7d6;Live;2023-02-28T14:43:37.640Z
Airduct Cleaning & Radon Co;surefire-local;airduct-cleaning-and-radon-co;https://studio.xapp.ai/surefire-local/airduct-cleaning-and-radon-co;Cancelled;2023-03-14T01:58:06.352Z
Aires Roofing & Construction LLC;surefire-local;aires-roofing-and-construction-llc;https://studio.xapp.ai/surefire-local/aires-roofing-and-construction-llc;Ready for Install;2022-11-30T16:14:04.423Z
Airescue Heating and Cooling;surefire-local;airescue-heating-and-cooling;https://studio.xapp.ai/surefire-local/airescue-heating-and-cooling;Submitted for Review;2023-03-07T17:39:26.488Z
Airforce Heating & Cooling;surefire-local;airforce-heating-and-cooling;https://studio.xapp.ai/surefire-local/airforce-heating-and-cooling;Ready for Install;2023-03-09T22:06:58.288Z
AJT Complete Construction, LLC;surefire-local;ajt-complete-construction-llc;https://studio.xapp.ai/surefire-local/ajt-complete-construction-llc;Live;2022-11-30T16:14:11.040Z
Akron Canton Commercial and Residential Fencing;surefire-local;akron-canton-commercial-and-residential-fencing-oy944;https://studio.xapp.ai/surefire-local/akron-canton-commercial-and-residential-fencing-oy944;Live;2023-01-30T17:49:25.648Z
Akurate Roofing Group LLC;surefire-local;akurate-roofing-group-llc;https://studio.xapp.ai/surefire-local/akurate-roofing-group-llc;Live;2022-12-20T14:54:20.878Z
Alabama Renovations & Coatings;surefire-local;alabama-renovations-and-coatings-8vkmz;https://studio.xapp.ai/surefire-local/alabama-renovations-and-coatings-8vkmz;Ready for Install;2023-01-24T00:24:16.965Z
Aladdin Appraisal;surefire-local;aladdin-appraisal-9scc8;https://studio.xapp.ai/surefire-local/aladdin-appraisal-9scc8;Live;2022-11-30T16:14:21.629Z
Albert Air Inc.;surefire-local;albert-air-inc;https://studio.xapp.ai/surefire-local/albert-air-inc;Live;2022-11-30T16:14:26.599Z
Aldrete Roofing and Construction;surefire-local;aldrete-roofing-and-construction;https://studio.xapp.ai/surefire-local/aldrete-roofing-and-construction;Ready for Install;2022-11-30T16:14:33.458Z
Alexandria DUI Lawyer;surefire-local;alexandria-dui-lawyer;https://studio.xapp.ai/surefire-local/alexandria-dui-lawyer;Live;2023-02-15T16:39:09.992Z
All American Roofing;surefire-local;all-american-roofing;https://studio.xapp.ai/surefire-local/all-american-roofing;Live;2022-11-30T16:14:39.214Z
All City Contracting;surefire-local;all-city-contracting;https://studio.xapp.ai/surefire-local/all-city-contracting;Ready for Install;2022-11-30T16:14:49.112Z
All Dry Services of North Tampa Bay;surefire-local;all-dry-services-of-north-tampa-bay;https://studio.xapp.ai/surefire-local/all-dry-services-of-north-tampa-bay;Ready for Install;2023-03-08T00:58:12.919Z
All Dry Services of The Jersey Shore;surefire-local;all-dry-services-of-the-jersey-shore;https://studio.xapp.ai/surefire-local/all-dry-services-of-the-jersey-shore;Ready for Install;2023-03-14T21:55:54.358Z
All Good Egress;surefire-local;all-good-egress;https://studio.xapp.ai/surefire-local/all-good-egress;Ready for Install;2022-11-30T16:14:51.945Z
All Oklahoma Roofing & Construction;surefire-local;all-oklahoma-roofing-and-construction;https://studio.xapp.ai/surefire-local/all-oklahoma-roofing-and-construction;Cancelled;2023-03-14T02:06:51.995Z
All Pro Glass and Screen;surefire-local;all-pro-glass-and-screen;https://studio.xapp.ai/surefire-local/all-pro-glass-and-screen;Ready for Install;2023-02-17T18:18:27.726Z
All Pro Heating AC Plumbing, LLC;surefire-local;all-pro-heating-ac-plumbing-llc;https://studio.xapp.ai/surefire-local/all-pro-heating-ac-plumbing-llc;Ready for Install;2023-01-09T18:52:53.578Z
 All Pro Home Improvements;surefire-local;all-pro-home-improvements;https://studio.xapp.ai/surefire-local/all-pro-home-improvements;Cancelled;2023-03-13T20:51:00.430Z
All Seasons Contractor LLC;surefire-local;all-seasons-contractor-llc;https://studio.xapp.ai/surefire-local/all-seasons-contractor-llc;Live;2022-10-31T14:11:21.066Z
All Seasons Heating and Climate Control;surefire-local;all-seasons-heating-and-climate-control-077jo;https://studio.xapp.ai/surefire-local/all-seasons-heating-and-climate-control-077jo;Ready for Install;2023-01-26T18:42:06.648Z
All-Side Roofing and Restoration, LLC;surefire-local;all-side-roofing-and-restoration-llc;https://studio.xapp.ai/surefire-local/all-side-roofing-and-restoration-llc;Live;2022-11-30T16:15:20.195Z
All Weather Exteriors LLC;surefire-local;all-weather-exteriors-llc;https://studio.xapp.ai/surefire-local/all-weather-exteriors-llc;Ready for Install;2022-11-30T16:15:24.995Z
All Weather Heating & Air Conditioning;surefire-local;all-weather-heating-and-air-conditioning;https://studio.xapp.ai/surefire-local/all-weather-heating-and-air-conditioning;Ready for Install;2022-11-30T16:15:28.147Z
All Weather Roofing & Construction LLC;surefire-local;all-weather-roofing-and-construction-llc;https://studio.xapp.ai/surefire-local/all-weather-roofing-and-construction-llc;Ready for Install;2023-03-03T17:27:44.396Z
All Weather Roofing Restoration, LLC;surefire-local;all-weather-roofing-restoration-llc;https://studio.xapp.ai/surefire-local/all-weather-roofing-restoration-llc;Live;2022-11-30T16:15:33.077Z
Allegiant Roofing, LLC;surefire-local;allegiant-roofing-llc;https://studio.xapp.ai/surefire-local/allegiant-roofing-llc;Ready for Install;2023-03-09T15:11:32.740Z
Alliance Air and Heat, LLC;surefire-local;alliance-air-and-heat-llc;https://studio.xapp.ai/surefire-local/alliance-air-and-heat-llc;Ready for Install;2022-11-30T16:15:42.417Z
Alliance Roofing & Construction of Texas;surefire-local;alliance-roofing-and-construction-of-texas;https://studio.xapp.ai/surefire-local/alliance-roofing-and-construction-of-texas;Live;2022-11-30T16:15:49.232Z
Allied Precision Roofing and Contractors LLC;surefire-local;allied-precision-roofing-and-contractors-llc-kh4yy;https://studio.xapp.ai/surefire-local/allied-precision-roofing-and-contractors-llc-kh4yy;Live;2022-12-20T15:40:57.134Z
Allphase Construction & Roofing;surefire-local;allphase-construction-and-roofing;https://studio.xapp.ai/surefire-local/allphase-construction-and-roofing;Cancelled;2023-03-14T02:08:33.018Z
AllPoint Construction;surefire-local;allpoint-construction-kmjpo;https://studio.xapp.ai/surefire-local/allpoint-construction-kmjpo;Live;2022-11-30T16:16:05.595Z
Alltech HVAC Inc;surefire-local;alltech-hvac-inc;https://studio.xapp.ai/surefire-local/alltech-hvac-inc;Live;2022-11-30T16:16:11.301Z
Alpha Home Services LLC;surefire-local;alpha-home-services-llc;https://studio.xapp.ai/surefire-local/alpha-home-services-llc;Live;2022-11-30T16:16:16.016Z
Alpha Roofing, LLC;surefire-local;alpha-roofing-llc;https://studio.xapp.ai/surefire-local/alpha-roofing-llc;Live;2022-11-30T16:16:24.397Z
Alta Builders;surefire-local;alta-builders;https://studio.xapp.ai/surefire-local/alta-builders;Ready for Install;2022-11-30T16:16:29.575Z
Alta Vista Plumbing;surefire-local;alta-vista-plumbing;https://studio.xapp.ai/surefire-local/alta-vista-plumbing;Live;2022-11-30T16:16:33.903Z
Altitude Roofing;surefire-local;altitude-roofing;https://studio.xapp.ai/surefire-local/altitude-roofing;Cancelled;2023-03-14T02:09:59.602Z
American Accu-Roof Systems, LLC;surefire-local;american-accu-roof-systems-llc;https://studio.xapp.ai/surefire-local/american-accu-roof-systems-llc;Submitted for Review;2023-03-07T17:33:19.675Z
American Junk Removal LLC;surefire-local;american-junk-removal-llc;https://studio.xapp.ai/surefire-local/american-junk-removal-llc;Live;2022-11-30T16:16:43.995Z
American Reliable Windows & Doors;surefire-local;american-reliable-windows-and-doors-auwvj;https://studio.xapp.ai/surefire-local/american-reliable-windows-and-doors-auwvj;Cancelled;2023-03-14T18:32:06.193Z
American Roof Professional & Restoration;surefire-local;american-roof-professional-and-restoration;https://studio.xapp.ai/surefire-local/american-roof-professional-and-restoration;Live;2022-11-30T16:16:53.810Z
American Roofing & Construction, LLC;surefire-local;american-roofing-and-construction-llc;https://studio.xapp.ai/surefire-local/american-roofing-and-construction-llc;Live;2022-11-30T16:16:59.261Z
American Roofing & Rain Gutters, Inc.;surefire-local;american-roofing-and-rain-gutters-inc;https://studio.xapp.ai/surefire-local/american-roofing-and-rain-gutters-inc;Ready for Install;2023-03-08T20:09:49.437Z
American Star Total Comfort;surefire-local;american-star-total-comfort;https://studio.xapp.ai/surefire-local/american-star-total-comfort;Ready for Install;2022-11-30T16:17:08.364Z
Americanstruction;surefire-local;americanstruction;https://studio.xapp.ai/surefire-local/americanstruction;Live;2023-02-28T14:56:24.294Z
AmeriServe;surefire-local;ameriserve;https://studio.xapp.ai/surefire-local/ameriserve;Live;2022-11-30T16:17:14.939Z
AmeriServe Inc.;surefire-local;ameriserve-inc;https://studio.xapp.ai/surefire-local/ameriserve-inc;Live;2022-11-30T16:17:21.393Z
Ameritex Roofing;surefire-local;ameritex-roofing;https://studio.xapp.ai/surefire-local/ameritex-roofing;Ready for Install;2022-11-30T16:17:29.383Z
AmeriTint Window Replacement and Installation;surefire-local;ameritint-window-replacement-and-installation;https://studio.xapp.ai/surefire-local/ameritint-window-replacement-and-installation;Live;2022-11-30T16:17:36.719Z
Amistad Insurance LLC;surefire-local;amistad-insurance-llc;https://studio.xapp.ai/surefire-local/amistad-insurance-llc;Live;2022-11-30T16:17:45.042Z
Amos Roofing;surefire-local;amos-roofing;https://studio.xapp.ai/surefire-local/amos-roofing;Cancelled;2023-03-14T18:35:54.896Z
A.M.S Gutters;surefire-local;ams-gutters;https://studio.xapp.ai/surefire-local/ams-gutters;Cancelled;2023-02-23T15:31:30.862Z
Ancient City Movers Inc;surefire-local;ancient-city-movers-inc;https://studio.xapp.ai/surefire-local/ancient-city-movers-inc;Ready for Install;2023-02-02T04:44:37.333Z
Anderson Bit Service;surefire-local;anderson-bit-service;https://studio.xapp.ai/surefire-local/anderson-bit-service;Cancelled;2023-03-14T18:47:08.812Z
Anderson Restoration;surefire-local;anderson-restoration;https://studio.xapp.ai/surefire-local/anderson-restoration;Ready for Install;2022-11-30T16:18:12.577Z
Anderson Roofing;surefire-local;anderson-roofing-vqmvy;https://studio.xapp.ai/surefire-local/anderson-roofing-vqmvy;Live;2023-01-30T18:03:07.122Z
Andrew Muncey's Home Repair;surefire-local;andrew-munceys-home-repair;https://studio.xapp.ai/surefire-local/andrew-munceys-home-repair;Ready for Install;2023-03-08T22:44:29.774Z
Angel Roofing;surefire-local;angel-roofing;https://studio.xapp.ai/surefire-local/angel-roofing;Ready for Install;2023-02-24T15:34:55.049Z
Angley & Angley, Attorneys at Law;surefire-local;angley-and-angley-attorneys-at-law;https://studio.xapp.ai/surefire-local/angley-and-angley-attorneys-at-law;Ready for Install;2022-11-30T16:18:15.781Z
Annee & Bartram Heating & Cooling;surefire-local;annee-and-bartram-heating-and-cooling;https://studio.xapp.ai/surefire-local/annee-and-bartram-heating-and-cooling;Live;2022-11-30T16:18:25.983Z
Apex Energy;surefire-local;apex-energy;https://studio.xapp.ai/surefire-local/apex-energy;Live;2022-11-30T16:18:31.398Z
APR Roofing, Inc;surefire-local;apr-roofing-inc-qzist;https://studio.xapp.ai/surefire-local/apr-roofing-inc-qzist;Live;2022-11-30T16:18:39.139Z
AQ Roofing LLC;surefire-local;aq-roofing-llc;https://studio.xapp.ai/surefire-local/aq-roofing-llc;Live;2022-11-30T16:18:43.991Z
Arbor Breeze Heating & Cooling;surefire-local;arbor-breeze-heating-and-cooling;https://studio.xapp.ai/surefire-local/arbor-breeze-heating-and-cooling;Ready for Install;2022-11-30T16:18:48.076Z
Arch Exteriors;surefire-local;arch-exteriors;https://studio.xapp.ai/surefire-local/arch-exteriors;Ready for Install;2022-11-30T16:18:51.711Z
Arctic Air Company;surefire-local;arctic-air-company;https://studio.xapp.ai/surefire-local/arctic-air-company;Live;2022-09-20T21:10:19.918Z
Arizona Roofing Systems;surefire-local;arizona-roofing-systems;https://studio.xapp.ai/surefire-local/arizona-roofing-systems;Live;2022-11-30T16:18:59.567Z
Armadas Exterior LLC;surefire-local;armadas-exterior-llc;https://studio.xapp.ai/surefire-local/armadas-exterior-llc;Live;2022-11-30T16:19:05.293Z
Art Of Moving LLC;surefire-local;art-of-moving-llc;https://studio.xapp.ai/surefire-local/art-of-moving-llc;Ready for Install;2022-11-30T16:19:11.203Z
Artin Development;surefire-local;artin-development;https://studio.xapp.ai/surefire-local/artin-development;Submitted for Review;2023-03-03T14:23:24.739Z
Aspire Roofing;surefire-local;aspire-roofing-sdsr8;https://studio.xapp.ai/surefire-local/aspire-roofing-sdsr8;Cancelled;2023-03-14T18:50:47.141Z
Atlanta Metro Roofing;surefire-local;atlanta-metro-roofing-xg6j9;https://studio.xapp.ai/surefire-local/atlanta-metro-roofing-xg6j9;Live;2022-11-03T21:27:03.611Z
Atlantic-Air Inc.;surefire-local;atlantic-air-inc;https://studio.xapp.ai/surefire-local/atlantic-air-inc;Ready for Install;2022-11-30T16:19:27.334Z
Atlantic Forced Entry & Solar Protection;surefire-local;atlantic-forced-entry-and-solar-protection;https://studio.xapp.ai/surefire-local/atlantic-forced-entry-and-solar-protection;Ready for Install;2022-11-30T16:19:32.564Z
Atoz Air Conditioning & Refrigeration Services;surefire-local;atoz-air-conditioning-and-refrigeration-services;https://studio.xapp.ai/surefire-local/atoz-air-conditioning-and-refrigeration-services;Live;2022-12-20T15:49:36.560Z
ATX Smart Homes;surefire-local;atx-smart-homes;https://studio.xapp.ai/surefire-local/atx-smart-homes;Live;2022-12-20T15:49:43.739Z
Aultman Roofing;surefire-local;aultman-roofing;https://studio.xapp.ai/surefire-local/aultman-roofing;Ready for Install;2022-12-14T15:17:12.287Z
Austin Climate Control LLC ;surefire-local;austin-climate-control-llc;https://studio.xapp.ai/surefire-local/austin-climate-control-llc;Cancelled;2023-03-14T19:22:52.575Z
Autumn Sky Landscaping, Contracting & Roofing;surefire-local;autumn-sky-landscaping-contracting-and-roofing;https://studio.xapp.ai/surefire-local/autumn-sky-landscaping-contracting-and-roofing;Ready for Install;2023-03-08T20:42:39.104Z
Awning Pros;surefire-local;awning-pros;https://studio.xapp.ai/surefire-local/awning-pros;Live;2022-12-20T15:50:34.840Z
AYR Restoration Services;surefire-local;ayr-restoration-services;https://studio.xapp.ai/surefire-local/ayr-restoration-services;Ready for Install;2022-11-30T16:19:49.312Z
B & Z Heating & Air Inc;surefire-local;b-and-z-heating-and-air-inc;https://studio.xapp.ai/surefire-local/b-and-z-heating-and-air-inc;Cancelled;2023-03-14T19:31:11.635Z
Bajrami Construction;surefire-local;bajrami-construction;https://studio.xapp.ai/surefire-local/bajrami-construction;Ready for Install;2022-11-30T16:19:59.605Z
Baldpates General Contracting;surefire-local;baldpates-general-contracting;https://studio.xapp.ai/surefire-local/baldpates-general-contracting;Ready for Install;2022-11-30T16:21:31.819Z
Bando Performance;surefire-local;bando-performance;https://studio.xapp.ai/surefire-local/bando-performance;Ready for Install;2023-03-08T20:06:03.657Z
Barnett Roofing;surefire-local;barnett-roofing;https://studio.xapp.ai/surefire-local/barnett-roofing;Live;2022-11-30T16:21:59.876Z
Barringer Brothers Roofing;surefire-local;barringer-brothers-roofing-nuck7;https://studio.xapp.ai/surefire-local/barringer-brothers-roofing-nuck7;Live;2022-11-30T16:22:05.138Z
Bartlett Contracting, LLC;surefire-local;bartlett-contracting-llc;https://studio.xapp.ai/surefire-local/bartlett-contracting-llc;Ready for Install;2023-02-17T18:38:53.866Z
Bastion Construction LLC;surefire-local;bastion-construction-llc;https://studio.xapp.ai/surefire-local/bastion-construction-llc;Live;2023-02-28T15:09:05.570Z
Bath Planet Central Texas;surefire-local;bath-planet-central-texas;https://studio.xapp.ai/surefire-local/bath-planet-central-texas;Live;2022-12-30T04:39:58.560Z
Bay Valley Contractors;surefire-local;bay-valley-contractors;https://studio.xapp.ai/surefire-local/bay-valley-contractors;Cancelled;2023-03-14T19:32:34.140Z
BAYHILL HEAT & AIR, INC;surefire-local;bayhill-heat-and-air-inc;https://studio.xapp.ai/surefire-local/bayhill-heat-and-air-inc;Ready for Install;2022-11-30T16:22:24.587Z
Bayside Designs & Improvements, LLC;surefire-local;bayside-designs-and-improvements-llc;https://studio.xapp.ai/surefire-local/bayside-designs-and-improvements-llc;Live;2022-11-30T16:22:29.611Z
Bayside Roofing;surefire-local;bayside-roofing;https://studio.xapp.ai/surefire-local/bayside-roofing;Submitted for Review;2023-03-15T14:15:35.627Z
BC Exteriors LLC;surefire-local;bc-exteriors-llc;https://studio.xapp.ai/surefire-local/bc-exteriors-llc;Live;2022-11-30T16:22:37.264Z
BE Relieved Heating & Air Conditioning, Inc.;surefire-local;be-relieved-heating-and-air-conditioning-inc;https://studio.xapp.ai/surefire-local/be-relieved-heating-and-air-conditioning-inc;Live;2023-01-30T18:14:54.187Z
Beach Brothers Contracting;surefire-local;beach-brothers-contracting;https://studio.xapp.ai/surefire-local/beach-brothers-contracting;Live;2022-11-30T16:22:42.619Z
BearCal Fire Protection Inc;surefire-local;bearcal-fire-protection-inc;https://studio.xapp.ai/surefire-local/bearcal-fire-protection-inc;Live;2022-11-30T16:22:49.512Z
Beckstrom & Beckstrom, LLP;surefire-local;beckstrom-and-beckstrom-llp;https://studio.xapp.ai/surefire-local/beckstrom-and-beckstrom-llp;Live;2022-11-30T16:22:56.441Z
Beckwith Heating & Cooling, Inc;surefire-local;beckwith-heating-and-cooling-inc;https://studio.xapp.ai/surefire-local/beckwith-heating-and-cooling-inc;Ready for Install;2022-11-30T16:23:04.928Z
Bella Closets & Cabinets;surefire-local;bella-closets-and-cabinets;https://studio.xapp.ai/surefire-local/bella-closets-and-cabinets;Ready for Install;2022-11-30T16:23:10.025Z
Acme Homeremodeling;surefire-local;bella-closets-and-cabinets-8fmb4;https://studio.xapp.ai/surefire-local/bella-closets-and-cabinets-8fmb4;Archived;2022-12-14T15:59:29.910Z
